구분,화장실명,소재지도로명주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,연락처,개방시간,설치년도,소재지지번주소,LON,LAT,데이터기준일자
공중화장실,석탑프라자,경기도 안산시 단원구 고잔1길 7  (고잔동),N,8,12,0,0,0,0,8,0,0,한왕규,,24시간,1997-05-22,,126.8342216,37.3187273,2016-05-31
공중화장실,신원프라자,경기도 안산시 단원구 화랑로 402  (고잔동),N,2,3,0,0,0,0,3,0,0,㈜신원,,24시간,1994-02-01,,126.832421,37.3207539,2016-05-31
공중화장실,세화오일센타주유소,경기도 안산시 단원구 중앙대로 417 (신길동),N,2,2,0,0,0,0,2,0,0,주유소장,,24시간,1997-00-00,,126.786259,37.330091,2016-05-31
공중화장실,(의)세창의료재단우성병원,경기도 안산시 단원구 고잔로 58-10 (고잔동),N,5,5,0,0,0,0,10,0,0,(의)세창의료재단,,24시간,1992-00-00,,126.8320155,37.3184467,2016-05-31
공중화장실,대림프라자,경기도 안산시 단원구 광덕1로 159  (고잔동),N,14,21,7,7,0,0,14,7,0,관리사무실,,24시간,2001-11-16,,126.8273323,37.3081681,2016-05-31
공중화장실,블루빌타운,경기도 안산시 단원구 화랑로 408  (고잔동),N,4,4,0,0,0,0,4,0,0,㈜대우건설,,24시간,2003-06-03,,126.8330798,37.3207981,2016-05-31
공중화장실,열린헬스클리닉,경기도 안산시 단원구 고잔1길 17  (고잔동),N,2,3,0,0,0,0,2,0,0,개인,,24시간,2004-00-00,,126.8356071,37.3186571,2016-05-31
공중화장실,종로프라자,경기도 안산시 단원구 광덕서로 54  (고잔동),N,14,28,0,0,0,0,21,0,0,관리사무실,,24시간,1991-00-00,,126.8273294,37.3094332,2016-05-31
공중화장실,영풍맘모스프라자,경기도 안산시 단원구 고잔로 76  (고잔동),N,14,21,0,0,0,0,28,0,0,㈜영풍건설,,24시간,2001-00-00,,126.8348757,37.3188399,2016-05-31
공중화장실,제3주구(골안말야구장),경기도 안산시 단원구 신원로 301-15 (목내동),N,1,1,0,0,0,0,2,0,0,안산도시공사장,,24시간,1998-00-00,,126.7695591,37.3113639,2016-05-31
공중화장실,중앙노블레스,경기도 안산시 단원구 예술대학로 17  (고잔동),N,36,45,1,1,0,0,36,1,0,㈜중앙건설,,24시간,2004-02-25,,126.8365186,37.3186908,2016-05-31
공중화장실,고잔법조빌딩,경기도 안산시 단원구 광덕서로 62  (고잔동),N,6,18,6,6,0,0,6,6,0,관리사무실,,24시간,2001-00-00,,126.8274178,37.3102154,2016-05-31
공중화장실,롯데프라자,경기도 안산시 단원구 중앙대로 899  (고잔동),N,10,15,0,0,0,0,10,0,0,㈜롯데건설,,24시간,1993-03-09,,126.8363998,37.3172923,2016-05-31
공중화장실,고잔1동주민센터,경기도 안산시 단원구 화정천동로 252 (고잔동),N,3,6,1,1,0,0,3,1,0,고잔1동장,,24시간,1991-06-17,,126.819202,37.3268362,2016-05-31
개방화장실,강희그랜드빌,경기도 안산시 단원구 광덕대로 145 (고잔동),N,9,12,0,0,0,0,9,0,0,강희그랜드빌번영회,,24시간,2001-12-29,,126.8289852,37.3095041,2016-05-31
공중화장실,반월동주민센터,경기도 안산시 상록구 건건로 51 (건건동),N,6,9,0,0,0,0,9,0,0,반월동장,,24시간,2001-10-23,,126.9021676,37.3060515,2016-05-31
공중화장실,안산세화병원,경기도 안산시 상록구 용신로 355 (본오동),N,11,13,0,0,0,0,15,0,0,병원장,,24시간,2000-07-27,,126.861554,37.3020464,2016-05-31
공중화장실,둔배미공원,경기도 안산시 단원구 화정천서로 157 (초지동),N,3,3,0,0,0,0,6,0,0,안산시장(시민공원과장),,24시간,2004-00-00,,126.820091,37.3117038,2016-05-31
공중화장실,반월농협 하나로마트,경기도 안산시 상록구 건건로 37 (건건동),N,6,9,0,0,0,0,6,0,0,금융기관,,24시간,1999-08-03,,126.9012578,37.3048218,2016-05-31
공중화장실,상림주유소,경기도 안산시 상록구 서해로 2921 (건건동),N,2,2,0,0,0,0,2,0,0,개인,,24시간,2006-08-20,,126.912728,37.3117075,2016-05-31
공중화장실,본오주유소,경기도 안산시 상록구 석호로 369 (본오동),N,2,1,0,0,0,0,2,0,0,개인,,24시간,1989-11-30,,126.8717153,37.29348,2016-05-31
공중화장실,본오2동주민센터,경기도 안산시 상록구 각골로 75 (본오동),N,4,3,0,0,0,0,5,0,0,본오2동장,,24시간,1992-12-31,,126.8722474,37.296299,2016-05-31
공중화장실,고잔공원,경기도 안산시 단원구 광덕2로 112 (고잔동),N,3,3,1,1,0,0,6,1,0,안산시장(시민공원과장),,24시간,2002-00-00,,126.8228072,37.309859,2016-05-31
공중화장실,본오종합복지관,경기도 안산시 상록구 이호로 39 (본오동),N,12,6,0,0,0,0,9,0,0,안산시장(복개방화장실책과장),,24시간,2001-06-15,,126.861283,37.2874637,2016-05-31
공중화장실,사리운동장,경기도 안산시 상록구 충장로 50 (본오동),N,1,1,0,0,0,0,1,0,0,안산도시공사장,,24시간,2000-01-01,,126.8570998,37.285927,2016-05-31
공중화장실,동해주유소,경기도 안산시 상록구 선진6길 38 (사동),N,1,2,0,0,0,0,1,0,0,개인,,24시간,2004-11-01,,126.8469825,37.2813479,2016-05-31
공중화장실,해안주유소,경기도 안산시 상록구 선진6길 8 (사동),N,1,1,0,0,0,0,1,0,0,개인,,24시간,1990-06-10,,126.8437031,37.2814914,2016-05-31
공중화장실,두성타워빌,경기도 안산시 단원구 광덕서로 100 (고잔동),N,3,4,1,1,0,0,3,1,0,신동영,,24시간,2001-11-22,,126.82769,37.313546,2016-05-31
공중화장실,삼영빌딩,경기도 안산시 단원구 광덕서로 68 (고잔동),N,12,12,0,0,0,0,12,0,0,전황제,,24시간,2004-06-16,,126.827457,37.3108354,2016-05-31
공중화장실,안산법조타운,경기도 안산시 단원구 광덕서로 86 (고잔동),N,39,42,1,1,0,0,40,1,0,전창길,,24시간,2002-04-15,,126.8277109,37.3123098,2016-05-31
공중화장실,한남법조타운,경기도 안산시 단원구 광덕서로 82 (고잔동),N,18,24,0,0,0,0,19,0,0,윤성일,,24시간,2002-00-00,,126.8278064,37.3119748,2016-05-31
공중화장실,BYC빌딩,경기도 안산시 단원구 광덕대로 181 (고잔동),N,16,24,0,0,0,0,24,0,0,고한수,,24시간,2005-08-00,,126.8292936,37.3128023,2016-05-31
공중화장실,성호공원(1구역),경기도 안산시 상록구 성호로 285 (부곡동),N,3,2,0,0,0,0,3,0,0,안산시장(시민공원과장),,24시간,2006-12-01,,126.8586753,37.3286488,2016-05-31
공중화장실,성호공원(1구역),경기도 안산시 상록구 성호로 285 (부곡동),N,4,5,0,0,0,0,7,0,0,안산시장(시민공원과장),,24시간,2007-11-01,,126.8586753,37.3286488,2016-05-31
공중화장실,성호공원(2구역),경기도 안산시 상록구 성호로 285 (부곡동),N,1,1,0,0,0,0,2,0,0,안산시장(시민공원과장),,24시간,2007-11-01,,126.8586753,37.3286488,2016-05-31
공중화장실,고잔역,경기도 안산시 단원구 중앙대로 784 (고잔동),N,4,7,1,1,0,0,4,1,0,한국철도공사장(안산관리역장),,24시간,1992-03-02,,126.8220326,37.3169111,2016-05-31
공중화장실,중앙도서관,경기도 안산시 단원구 안산천남로 14 (고잔동),N,20,19,5,5,0,0,20,5,0,중앙도서관장,,24시간,2006-02-01,,126.8213625,37.3045047,2016-05-31
공중화장실,대유빌딩,경기도 안산시 단원구 고잔1길 17 (고잔동),N,16,24,0,0,0,0,16,0,0,관리소장,,24시간,1992-06-16,,126.8356071,37.3186571,2016-05-31
공중화장실,대우프라자,경기도 안산시 단원구 광덕동로 39 (고잔동),N,19,18,0,0,0,0,18,0,0,관리소장,,24시간,2001-09-20,,126.8320795,37.3079227,2016-05-31
공중화장실,골든에이스프라자,경기도 안산시 단원구 광덕대로 138 (고잔동),N,14,14,0,0,0,0,14,0,0,관리소장,,24시간,2002-07-23,,126.8306113,37.3087027,2016-05-31
공중화장실,신용보증기금,경기도 안산시 단원구 광덕대로 243 (고잔동),N,4,6,0,0,0,0,4,0,0,안산지점장,,24시간,1992-07-14,,126.8298494,37.3184688,2016-05-31
공중화장실,교보생명,경기도 안산시 단원구 화랑로 366 (고잔동),N,26,26,0,0,0,0,28,0,0,관리소장,,24시간,1993-10-15,,126.8284581,37.3210329,2016-05-31
공중화장실,기업은행안산중앙지점,경기도 안산시 단원구 적금로 126 (고잔동),N,9,14,0,0,0,0,14,0,0,관리소장,,24시간,1998-09-17,,126.8264222,37.3193468,2016-05-31
공중화장실,신한은행(구국민은행),경기도 안산시 단원구 광덕대로 267  (고잔동),N,8,9,1,1,0,0,11,1,0,관리소장,,24시간,1992-08-04,,126.8300073,37.3204909,2016-05-31
공중화장실,중앙빌딩,경기도 안산시 단원구 원고잔로 17 (고잔동),N,6,6,0,0,0,0,5,0,0,관리소장,,24시간,1984-01-10,,126.8274967,37.3191322,2016-05-31
공중화장실,투원브레스빌,경기도 안산시 단원구 광덕대로 263 (고잔동),N,6,10,1,1,0,0,7,1,0,관리소장,,24시간,2003-07-16,,126.8298818,37.3200835,2016-05-31
공중화장실,우남센스빌,경기도 안산시 상록구 상록수로 16 (본오동),N,4,6,0,0,0,0,4,0,0,㈜선진ENG,,24시간,2003-01-16,,126.8615804,37.3023817,2016-05-31
공중화장실,대우마이홈,경기도 안산시 상록구 충장로 232 (본오동),N,1,3,0,0,0,0,2,0,0,㈜현대하우징,,24시간,2004-12-04,,126.8602543,37.3021963,2016-05-31
공중화장실,반월농업협동조합 안산지점,경기도 안산시 상록구 용신로 347 (본오동),N,6,9,0,0,0,0,6,0,0,반월농협,,24시간,1994-01-20,,126.860683,37.3021644,2016-05-31
공중화장실,늘봄스위트빌,경기도 안산시 단원구 고잔로 18 (고잔동),N,1,2,0,0,0,0,1,0,0,관리소장,,24시간,2003-12-20,,126.8282862,37.3192522,2016-05-31
공중화장실,대우마이빌,경기도 안산시 단원구 고잔로 23-12 (고잔동),N,2,5,0,0,0,0,3,0,0,관리소장,,24시간,2003-12-12,,126.8293123,37.3205008,2016-05-31
공중화장실,대한생명,경기도 안산시 단원구 화랑로 396 (고잔동),N,21,28,0,0,0,0,27,0,0,지점장,,24시간,1999-10-19,,126.8316176,37.3208212,2016-05-31
공중화장실,벨라지움오피스텔,경기도 안산시 단원구 화랑로 398 (고잔동),N,1,3,1,1,0,0,2,1,0,관리소장,,24시간,2003-10-31,,126.8320645,37.320757,2016-05-31
개방화장실,아이즈빌2오피스텔,경기도 안산시 단원구 고잔로 57-9 (고잔동),N,6,6,0,0,0,0,6,0,0,관리소장,,24시간,2004-01-05,,126.8321294,37.3199678,2016-05-31
공중화장실,본오3동주민센터,경기도 안산시 상록구 용신로 376 (본오동),N,6,6,2,2,0,0,6,1,0,본오3동장,,24시간,1998-05-26,,126.8638334,37.301458,2016-05-31
공중화장실,으뜸재활의학병원,경기도 안산시 상록구 용신로 352 (본오동),N,7,6,0,0,0,0,8,0,0,대선의료재단,,24시간,2000-10-20,,126.8611534,37.3015342,2016-05-31
공중화장실,자연주유소,경기도 안산시 상록구 해안로 1172 (본오동),N,2,2,0,0,0,0,2,0,0,개인,,24시간,1998-12-20,,126.8722786,37.2885033,2016-05-31
공중화장실,두손병원,경기도 안산시 단원구 선부광장1로 114 (선부동),N,12,12,0,0,0,0,12,0,0,병원장,,24시간,2001-01-17,,126.812372,37.3328733,2016-05-31
공중화장실,한도병원,경기도 안산시 단원구 선부광장로 103 (선부동),N,17,31,1,1,0,0,35,1,0,병원장,,24시간,2001-10-17,,126.8076208,37.334055,2016-05-31
공중화장실,부곡동주민센터,경기도 안산시 상록구 성호로 326 (부곡동),N,6,9,3,3,0,0,9,3,0,부곡동장,,24시간,2007-10-25,,126.8610076,37.3316718,2016-05-31
공중화장실,성호공원운동장(2구역),경기도 안산시 상록구 성호로 285 (부곡동),N,2,2,0,0,0,0,4,0,0,안산도시공사장,,24시간,2007-01-01,,126.8586753,37.3286488,2016-05-31
공중화장실,시낭운동장,경기도 안산시 상록구 시낭로 45 (부곡동),N,6,16,2,2,0,0,12,2,0,안산도시공사장,,24시간,1989-01-01,,126.8553927,37.3341086,2016-05-31
공중화장실,차량등록사업소,경기도 안산시 단원구 선부광장1로 6 (선부동),N,6,8,0,0,0,0,6,0,0,안산시차량등록사업소장,,24시간,1999-05-12,,126.8071268,37.3348507,2016-05-31
공중화장실,부곡종합사회복지관,경기도 안산시 상록구 성호로 285 (부곡동),N,15,7,3,3,0,0,15,3,0,안산시장(복개방화장실책과장),,24시간,2005-08-18,,126.8586753,37.3286488,2016-05-31
공중화장실,은혜주유소,경기도 안산시 상록구 수인로 1820 (부곡동),N,2,2,0,0,0,0,2,0,0,개인,,24시간,1999-02-10,,126.8696801,37.3461414,2016-05-31
공중화장실,선부1동주민센터,경기도 안산시 단원구 선부광장서로 47 (선부동),N,1,3,1,1,0,0,2,1,0,선부1동장,,24시간,1987-02-12,,126.804411,37.3343093,2016-05-31
공중화장실,선부2동주민센터,경기도 안산시 단원구 지곡로 46 (선부동),N,5,5,1,1,0,0,5,1,0,선부2동장,,24시간,1993-12-28,,126.8029199,37.3383614,2016-05-31
공중화장실,근로자시민문화센터,경기도 안산시 단원구 선부광장로 47 (선부동),N,16,15,0,0,2,0,15,0,2,한국노총안산지부,,24시간,2004-11-22,,126.8122141,37.3346859,2016-05-31
공중화장실,온누리병원,경기도 안산시 단원구 선부로 201 (선부동),N,17,32,7,7,0,0,25,7,0,병원장,,24시간,1999-06-00,,126.8175136,37.3419349,2016-05-31
공중화장실,성호공원2구역(부곡동급수시설앞),경기도 안산시 상록구 성호로 285 (부곡동),N,2,4,0,0,0,0,3,0,0,안산시장(시민공원과장),,24시간,1997-00-00,,126.8586753,37.3286488,2016-05-31
공중화장실,대웅주유소,경기도 안산시 상록구 수인로 1733 (부곡동),N,1,2,0,0,0,0,1,0,0,개인,,24시간,1998-05-29,,126.8637233,37.3399752,2016-05-31
공중화장실,부곡주유소,경기도 안산시 상록구 부곡로 120 (부곡동),N,1,2,0,0,0,0,2,0,0,개인,,24시간,1997-07-23,,126.8635605,37.3326515,2016-05-31
공중화장실,GS안산세광주유소,경기도 안산시 상록구 성호로 268 (부곡동),N,0,0,0,0,0,0,0,0,0,개인,,24시간,1998-12-19,,126.8584616,37.3271131,2016-05-31
공중화장실,사1동주민센터,경기도 안산시 상록구 석호로 171 (사동),N,3,6,0,0,0,0,6,0,0,사1동장,,24시간,1993-12-28,,126.8510469,37.2971032,2016-05-31
공중화장실,군자사회복지관,경기도 안산시 단원구 화정로 9 (선부동),N,4,5,0,0,0,0,4,0,0,안산시장(복개방화장실책과장),,24시간,1993-02-23,,126.8140272,37.3333913,2016-05-31
공중화장실,단원구노인복지회관,경기도 안산시 단원구 선부광장1로 134 (선부동),N,5,20,5,5,0,0,15,0,0,안산시장(사회복지과장),,24시간,2004-12-10,,126.8105727,37.3322685,2016-05-31
공중화장실,선부3동주민센터,경기도 안산시 단원구 선삼로 47 (선부동),N,5,5,1,1,0,0,5,1,0,선부3동장,,24시간,1992-12-22,,126.8125449,37.3450483,2016-05-31
공중화장실,상록타운,경기도 안산시 단원구 선부광장1로 38 (선부동),N,9,13,3,3,0,0,10,3,0,관리소장,,24시간,2004-01-13,,126.8093926,37.3366384,2016-05-31
개방화장실,굿모닝오피스텔,경기도 안산시 상록구 석호로 43 (이동),N,28,7,0,0,0,0,28,0,0,강희자산관리㈜,,24시간,2002-00-00,,126.8479264,37.3076269,2016-05-31
개방화장실,데코스포텔,경기도 안산시 상록구 광덕1로 355 (이동),N,6,6,1,1,0,0,6,1,0,강희자산관리㈜,,24시간,2004-04-00,,126.8490732,37.3072752,2016-05-31
공중화장실,농협안산시지부,경기도 안산시 단원구 광덕대로 258 (고잔동),N,9,12,0,0,0,0,9,0,0,농협안산시지부,,24시간,1984-01-05,,126.8315121,37.3195596,2016-05-31
